"User_id","Embeddings"
1619348,"[2.9964254  0.         0.         0.         0.10815363 2.0414288
 0.         1.2283285  1.4787056  0.96166104 2.5398788  0.
 0.         0.         0.         0.         1.8751038  3.1309483
 2.37442    2.0203466  0.6944288  0.7362183  1.7434024  0.85428715
 2.0625463  1.7494526  0.         0.         1.725394   1.7355801
 0.99554145 1.1942886 ]"
1620281,"[1.9531871  0.         0.         0.         1.2666467  2.292197
 0.         0.24729645 0.6911364  1.4614831  1.4992204  0.
 0.         0.         0.         0.         3.471753   1.5850474
 2.7055352  2.4052117  2.022086   0.9718517  1.3490859  1.7803345
 1.4296944  2.4839654  1.4246521  0.         1.2742091  2.1003163
 2.7383404  0.34771308]"
1623382,"[1.6687189  0.         0.         0.         1.4297112  1.2082939
 0.         1.567112   2.0937386  1.0358198  0.24843875 0.
 0.         0.         0.         0.         1.717643   1.8729432
 2.0597029  1.4296678  1.6542934  0.5546597  1.9129876  2.640923
 1.7568635  2.0237024  1.800604   0.         1.6608515  2.3613765
 1.4162134  2.1423938 ]"
1628666,"[1.7344575  0.         0.         0.         0.70642555 1.0709506
 0.         2.0476522  2.7708154  1.8973588  1.8365798  0.
 0.         0.         0.         0.         1.0875492  0.6766699
 2.7933335  2.1643777  2.3223407  0.5878108  1.3237609  3.4235172
 1.8581699  1.0936278  1.5087833  0.         1.273841   0.8166668
 0.34797233 2.2555437 ]"
1638678,"[0.77720237 0.         0.         0.         1.6527476  2.7765582
 0.         0.40379402 2.0094078  1.2155945  0.10725434 0.
 0.         0.         0.         0.         1.6857331  1.983969
 2.859762   2.0246258  1.1110666  2.016513   0.8518382  1.3153094
 2.3097668  0.7391629  1.1516519  0.         1.0204064  1.8009832
 0.4857722  0.754366  ]"
1638976,"[1.7978584 0.        0.        0.        1.9861654 1.0945668 0.
 0.6010433 0.9214548 2.6085083 0.        0.        0.        0.
 0.        0.        0.9970926 1.0813287 1.1657143 2.5313818 1.358006
 2.407115  1.9626225 2.8461018 0.714774  0.9417976 0.9521091 0.
 1.5699797 2.0152328 1.6805516 2.0872571]"
1639565,"[1.2163572  0.         0.         0.         0.32987958 1.9228475
 0.         1.0165613  1.6825174  2.1962962  1.1535532  0.
 0.         0.         0.         0.         1.5332581  1.2725067
 1.0450959  2.0062556  2.853476   1.1866131  1.400423   1.1507717
 1.5731361  2.3178356  2.2111597  0.         1.8163211  2.0708115
 1.4346102  0.94142234]"
1640120,"[1.1085556  0.         0.         0.         1.6321445  2.6091788
 0.         1.650024   2.04224    1.870997   0.9028308  0.
 0.         0.         0.         0.         2.2970233  2.1869807
 1.8237149  2.3216953  2.3215244  1.1140726  1.9406948  2.2114732
 1.3974326  0.29429126 1.5445379  0.         0.6796731  1.8158844
 1.5240617  2.6617062 ]"
1641850,"[2.323483   0.         0.         0.         2.0600638  3.246517
 0.         2.418842   2.4530685  2.3975763  1.1397564  0.
 0.         0.         0.         0.         1.3555776  1.5632503
 1.0293906  3.1256895  1.1708682  0.40739027 2.406648   1.2935
 2.6342416  1.7966726  2.1481204  0.         1.5399926  1.8248159
 1.6149517  2.178007  ]"
1645807,"[0.95319015 0.         0.         0.         0.9645511  1.3525565
 0.         0.23025401 2.2604904  1.3647866  0.83942676 0.
 0.         0.         0.         0.         3.38306    1.1984626
 2.6996775  1.8784665  2.7560816  1.9390148  3.315803   3.3770406
 1.3101734  1.7003511  0.         0.         2.4582403  1.3885782
 1.8141203  1.1481544 ]"
1653640,"[1.4280487  0.         0.         0.         2.0777218  1.4424751
 0.         0.9802208  1.448508   1.1789649  1.9192991  0.
 0.         0.         0.         0.         1.035797   2.6709914
 1.3955758  2.238777   1.0341382  1.5235016  1.1902182  1.8854921
 0.70207256 1.80386    1.5552027  0.         1.4250993  2.8744388
 1.4146789  2.8051777 ]"
1654139,"[1.3541647  0.         0.         0.         1.4809719  2.099247
 0.         0.75566304 1.9663131  2.971135   0.18744709 0.
 0.         0.         0.         0.         2.089029   1.7343372
 1.3384324  2.1068456  1.9087943  1.3974026  2.9372406  2.119918
 1.7554833  1.6685812  1.4681791  0.         2.2770412  1.647116
 2.808844   1.3522873 ]"
1654565,"[0.9646117  0.         0.         0.         1.2960328  0.9202618
 0.         0.8382179  1.8134166  0.53988594 1.3504357  0.
 0.         0.         0.         0.         0.9757565  1.5197505
 2.583282   1.5883557  1.8043782  1.6411586  1.0607504  2.2162628
 0.41400495 0.5516358  1.7393292  0.         1.3456643  1.5920321
 1.2637967  1.518675  ]"
1656844,"[1.5878296  0.         0.         0.         1.4897891  2.7005072
 0.         1.1226537  1.666408   1.1331146  1.132448   0.
 0.         0.         0.         0.         0.29785872 1.5795567
 0.97938037 2.694513   1.4136854  1.6872854  1.1110073  1.7022772
 1.8799396  1.7824724  1.584355   0.         1.0238804  1.272238
 1.9978471  1.9071506 ]"
1657039,"[0.8146407 0.        0.        0.        1.6317179 2.2081425 0.
 1.9394906 0.9315415 2.2684383 1.0807376 0.        0.        0.
 0.        0.        2.4116008 1.3626158 1.8575236 1.1336651 1.7170666
 1.643216  1.7274878 0.8185627 1.285907  1.1884149 1.9451346 0.
 1.354523  1.5016564 0.9312431 2.3321366]"
1661104,"[2.6544821  0.         0.         0.         2.532729   1.5955677
 0.         0.96683174 1.8706148  2.699916   1.9599001  0.
 0.         0.         0.         0.         3.1944802  1.911947
 2.1865602  1.613226   1.7576209  2.225099   1.715705   1.7755913
 2.2581053  1.280086   2.0000844  0.         2.7880843  1.1196456
 1.9084635  0.        ]"
1667033,"[0.9081123 0.        0.        0.        1.7911319 2.5330124 0.
 1.2143393 3.143017  2.4762683 2.0253508 0.        0.        0.
 0.        0.        3.1683633 2.1596284 3.1567767 1.9240048 1.5100728
 1.8479034 3.0635653 1.7364781 0.9203457 2.2867522 1.1491953 0.
 1.9187446 0.949727  1.5679317 2.2161613]"
1668308,"[2.9360495  0.         0.         0.         1.8535094  1.6933565
 0.         1.5018969  2.1083121  2.1616127  1.1622293  0.
 0.         0.         0.         0.         2.3166661  2.438099
 2.421928   1.7403386  2.2218122  2.181334   1.0353225  2.4078732
 2.6912615  0.11154754 1.8999351  0.         1.254334   1.859955
 1.6165321  0.9614322 ]"
1668695,"[1.7126706  0.         0.         0.         1.1451956  2.940957
 0.         0.9417976  2.2387707  0.8791965  2.0561905  0.
 0.         0.         0.         0.         1.2464942  2.469388
 2.1705291  2.533604   1.6138387  1.8218446  0.91954535 1.7665758
 1.0941013  2.0406497  3.0615795  0.         1.6778128  2.3937793
 1.1642967  1.8192799 ]"
1669037,"[1.3524971  0.         0.         0.         1.1160176  1.6950585
 0.         0.94939035 2.291261   0.85975915 1.222096   0.
 0.         0.         0.         0.         0.00363777 0.382235
 1.5962784  0.8923154  0.8499617  0.4898027  1.1112252  1.9813777
 0.5703639  1.5777853  1.7535447  0.         1.0861394  2.6656115
 0.6587642  0.3402954 ]"
1670458,"[0.8075277  0.         0.         0.         1.846732   2.4970095
 0.         1.6696529  1.4290223  1.9967637  1.8480661  0.
 0.         0.         0.         0.         2.1738267  1.3648814
 1.5462422  2.3040156  2.509046   1.7217678  1.7936987  2.0068843
 0.94772583 1.2326778  1.1416858  0.         2.1735086  1.6402744
 2.0235806  1.7358427 ]"
1671000,"[2.5476298  0.         0.         0.         0.7132492  0.7717017
 0.         2.9604056  3.112008   1.0194273  2.694803   0.
 0.         0.         0.         0.         2.4061263  1.3259889
 2.0191565  2.1266317  1.1014273  0.9077729  1.3630008  1.3377044
 0.30157238 1.9598894  1.6879593  0.         1.6742868  1.635358
 1.0545343  1.1882749 ]"
1672753,"[3.4664874  0.         0.         0.         0.9067099  3.3850768
 0.         0.487879   0.         2.8396997  1.5757244  0.
 0.         0.         0.         0.         0.7931379  1.0576428
 2.0516875  1.8606124  2.6279035  2.7535076  0.77366453 3.0534697
 0.11795993 1.6858215  2.2835996  0.         1.537654   1.4800961
 2.6318896  1.1415123 ]"
1674381,"[2.8430896 0.        0.        0.        2.0783136 1.3680755 0.
 2.4491267 1.6567962 3.515613  4.2927713 0.        0.        0.
 0.        0.        2.5607083 1.9506097 2.0843303 0.5472833 2.1184366
 1.6676263 1.2121223 2.15838   0.0713113 2.0898015 2.2901    0.
 2.5066183 1.7790716 1.7618462 1.3053571]"
1675135,"[1.717763  0.        0.        0.        1.5966423 1.303634  0.
 1.8788458 2.3743434 2.5286396 1.799303  0.        0.        0.
 0.        0.        2.197279  1.7742034 2.420338  0.530587  0.5171606
 1.990862  2.9225805 1.182871  0.7544965 1.5259273 1.547658  0.
 1.5092903 1.830542  1.5433813 2.019662 ]"
1676607,"[3.0091066 0.        0.        0.        1.9336466 1.3096951 0.
 1.1176965 1.4937905 1.5249658 2.0376246 0.        0.        0.
 0.        0.        1.3566345 1.624521  1.8326254 1.8755107 1.980089
 1.2726754 3.5955408 2.2934382 1.1665665 1.1737046 0.9873171 0.
 1.6035726 1.3164142 1.4414049 1.2692755]"
1677625,"[0.70720553 0.         0.         0.         0.6124504  1.4435296
 0.         0.823166   2.4138083  2.7591248  1.8638585  0.
 0.         0.         0.         0.         0.97807544 1.5457194
 1.7431184  2.014107   1.8079373  2.3022096  1.8684068  1.7190604
 1.561497   2.0443962  2.3111808  0.         4.057136   3.149406
 1.0545312  1.903456  ]"
1680037,"[1.6071595  0.         0.         0.         0.43637902 1.8943043
 0.         2.7926838  1.8559439  2.055959   0.44232437 0.
 0.         0.         0.         0.         2.3941238  0.9613832
 2.0594828  1.3095835  2.106275   0.6613812  1.9039167  2.3331363
 1.9291185  2.4764307  1.2962173  0.         0.7718232  1.8452327
 1.5445741  1.6996559 ]"
1681169,"[0.7130231  0.         0.         0.         0.99131715 1.7196685
 0.         1.3155887  2.3793988  2.9319148  1.1383374  0.
 0.         0.         0.         0.         2.2394874  3.0854402
 3.1882586  0.46097192 0.88179547 1.6659434  1.0595114  0.75770795
 1.7611818  1.5168585  2.044138   0.         0.34818912 2.1534796
 1.7627175  1.0779645 ]"
1681666,"[1.6088688  0.         0.         0.         0.3550911  2.9952805
 0.         1.3895777  2.1504936  0.6016755  0.90841717 0.
 0.         0.         0.         0.         0.         1.1382799
 2.458707   2.3761683  1.9508936  1.0277302  1.385327   2.3201954
 2.4770784  0.8965279  1.1899153  0.         2.6490526  2.0759838
 2.1137059  1.165027  ]"
1685573,"[1.234893   0.         0.         0.         1.9960537  2.2152724
 0.         0.588299   0.5504422  1.3413446  2.4756997  0.
 0.         0.         0.         0.         2.5378668  1.557917
 2.9014027  2.1878505  2.0862575  0.8247554  0.85436726 1.7417752
 0.10928078 1.2333579  1.6882927  0.         1.3871772  0.91590697
 1.9434135  1.16031   ]"
1686646,"[1.224733   0.         0.         0.         1.0150375  1.9589244
 0.         0.66890335 0.72489023 2.21985    3.749935   0.
 0.         0.         0.         0.         2.2651477  0.
 1.5969787  0.95887136 2.1456785  2.4005525  2.2974417  1.3126866
 1.4169987  3.0101569  1.7961645  0.         1.8197985  1.5057368
 1.263936   1.3837086 ]"
1693605,"[1.4345181  0.         0.         0.         2.132812   1.6566043
 0.         0.82383937 1.2447617  1.7293514  1.0250342  0.
 0.         0.         0.         0.         3.0686     2.019047
 1.8063467  1.322531   1.0009979  2.8990169  2.575747   2.3401287
 1.9242268  3.515277   0.86355877 0.         1.7134336  1.3025925
 1.3064057  1.4731153 ]"
1695259,"[2.2179582  0.         0.         0.         0.52870375 2.9226215
 0.         0.5772575  0.71099293 2.4720309  1.957619   0.
 0.         0.         0.         0.         1.1764598  1.3329053
 2.4239779  2.549123   2.0906966  0.         1.9293667  2.4575443
 0.9883032  1.0644068  2.2891436  0.         2.029965   1.630071
 0.4659628  2.2703333 ]"
1697605,"[2.7259154  0.         0.         0.         0.6445033  1.0901812
 0.         2.1945376  2.7058055  0.01591954 1.0066495  0.
 0.         0.         0.         0.         2.2577527  2.2684274
 2.8680196  0.30620462 2.2868052  1.2236876  2.128085   3.0391948
 1.6864173  1.3960176  2.1452096  0.         1.0010545  2.0861511
 1.2613484  2.549814  ]"
1708950,"[2.632247   0.         0.         0.         2.467284   1.9447982
 0.         0.6889176  1.1871552  1.9844764  1.4003632  0.
 0.         0.         0.         0.         1.6209562  1.6917447
 1.7129432  2.284644   1.3857034  1.6359187  2.2527058  2.1392264
 0.6665699  0.92990893 1.6007768  0.         1.1315787  1.2072521
 1.4953668  1.8980612 ]"
1710440,"[2.1274774  0.         0.         0.         0.9022633  2.0849013
 0.         1.59676    1.962823   1.3128037  2.5639734  0.
 0.         0.         0.         0.         1.3958011  0.99009705
 0.6014775  2.0419896  2.599691   1.9161675  0.01324845 2.9831617
 3.0004058  1.3808082  1.8220974  0.         2.1687381  2.5245888
 0.         0.91071445]"
1711518,"[1.5921403  0.         0.         0.         0.44135085 2.225442
 0.         0.2235787  2.6242244  0.8523272  1.2135243  0.
 0.         0.         0.         0.         1.314709   0.64995694
 0.24699819 0.526497   3.0269787  0.9315942  0.79195637 1.4416827
 1.0700139  0.3464797  1.9980439  0.         2.2115126  1.7219491
 0.1288205  3.2868156 ]"
1712413,"[2.190238   0.         0.         0.         2.4868855  3.0327373
 0.         0.81597626 0.8446246  2.2600968  1.550159   0.
 0.         0.         0.         0.         1.3178388  2.4212546
 1.5809443  2.2156827  2.4137344  1.4286618  2.5258324  2.6344495
 1.5014755  1.8989727  2.3431995  0.         1.420781   1.4367995
 1.3558517  1.8677423 ]"
1715925,"[2.582663   0.         0.         0.         0.         3.3147583
 0.         2.6262877  0.92070377 1.047526   1.7530084  0.
 0.         0.         0.         0.         2.089184   1.0681593
 3.4013696  1.1962991  3.1118264  0.9877679  0.88406247 1.3573263
 2.372449   2.2352571  2.3309577  0.         1.8563383  0.9036532
 3.2567353  0.9928145 ]"
1717724,"[1.1742312  0.         0.         0.         1.6261075  1.1419883
 0.         1.7185742  1.0033971  0.98672146 2.2654102  0.
 0.         0.         0.         0.         2.3802662  0.97669244
 2.2770376  2.275481   1.8565805  0.68208575 1.6799719  1.5186876
 1.4217067  1.1725007  1.1837058  0.         1.7130948  1.6539974
 1.5082195  1.899607  ]"
1722067,"[2.4331799  0.         0.         0.         2.005264   1.5286342
 0.         0.9659491  1.0265648  2.3090456  2.118943   0.
 0.         0.         0.         0.         2.3640242  2.0289576
 0.54442304 1.4587973  2.4267313  1.0392241  0.8934929  1.6960279
 1.7366078  1.3074011  2.4313564  0.         0.79178125 2.403132
 1.632328   2.0801213 ]"
1727588,"[2.1805422 0.        0.        0.        1.9256929 2.661517  0.
 2.8525712 1.9961087 1.2962152 2.8919108 0.        0.        0.
 0.        0.        2.1289697 2.2441652 1.1518345 1.899765  1.7171984
 1.87962   2.586266  1.4507036 1.3455725 2.1941202 2.6768432 0.
 2.082543  1.8474731 2.7988906 1.8569134]"
1728221,"[1.2149866 0.        0.        0.        1.7497073 1.4947845 0.
 2.0005355 1.1146865 2.3641357 0.9361143 0.        0.        0.
 0.        0.        1.5293623 1.7432542 1.7223879 2.7082512 0.9310844
 1.7742774 2.75781   1.0057857 2.551625  1.7004331 1.6159147 0.
 1.0444045 1.117346  1.2960528 1.6385621]"
1729341,"[1.0894057  0.         0.         0.         1.1485845  2.2871654
 0.         0.7396503  0.5002885  2.0766904  1.2853408  0.
 0.         0.         0.         0.         2.0069838  2.3285146
 2.6095393  1.6165817  1.2077602  2.042106   1.54169    1.7546988
 1.7894973  0.94102764 0.49366444 0.         1.442116   1.4538366
 1.2427648  1.5817564 ]"
1731299,"[1.2542793  0.         0.         0.         1.4759575  2.816309
 0.         1.4695841  2.2451627  1.1001384  1.0353816  0.
 0.         0.         0.         0.         2.1047318  3.2723737
 2.5080266  1.2139366  1.5491431  3.605091   2.566583   1.5746535
 2.2999427  2.0221329  0.97739625 0.         2.947314   1.0280719
 1.8467035  2.7964604 ]"
1734793,"[0.         0.         0.         0.         1.0435218  3.2262597
 0.         1.3160918  0.20542888 1.3951968  1.3444598  0.
 0.         0.         0.         0.         2.073209   1.9007181
 1.5067995  3.007393   0.8165331  1.0093051  1.1867697  2.3560889
 1.4353505  1.1043948  2.1668057  0.         1.6790633  1.1017706
 1.5580975  1.2366961 ]"
1736833,"[2.3064864  0.         0.         0.         1.2504323  1.7835016
 0.         0.31230614 1.5920802  1.6828034  0.9424267  0.
 0.         0.         0.         0.         1.9891651  1.8608878
 1.7500824  0.84424835 1.5238421  1.5246623  1.3967181  1.8158993
 2.8896167  1.6377411  3.4215763  0.         1.3420826  2.7180145
 0.79002583 0.22644517]"
1737135,"[3.2054737  0.         0.         0.         0.78459096 3.261045
 0.         1.5645912  1.5547029  1.7337741  0.9076024  0.
 0.         0.         0.         0.         0.05342294 1.9448923
 1.9610931  3.054105   1.8090162  2.6168237  2.2247791  1.9314954
 1.1124636  1.5368617  0.385339   0.         1.7389601  2.4120615
 1.1310928  1.4808834 ]"
1739975,"[2.2163806  0.         0.         0.         2.3267174  1.9829469
 0.         1.979637   1.4337102  3.2214727  1.5683916  0.
 0.         0.         0.         0.         1.441507   2.1590283
 2.883792   1.9277041  1.271124   1.1872803  1.9186254  2.651308
 0.7991721  1.5878623  0.32399094 0.         1.4927772  1.704595
 0.5319732  2.7588067 ]"
1742615,"[1.4433291 0.        0.        0.        1.1566713 0.6899336 0.
 1.6359037 2.0953448 1.8971771 2.8887007 0.        0.        0.
 0.        0.        1.8492621 1.8620284 1.9865133 1.7209507 1.4041991
 1.5793091 1.7060544 1.431635  1.8190547 1.935566  1.9109598 0.
 1.424587  3.3643596 0.8630377 1.4157224]"
1742814,"[2.2360334  0.         0.         0.         0.91520596 0.95313376
 0.         1.9686598  0.7555169  2.153692   2.2171748  0.
 0.         0.         0.         0.         1.3236109  1.8633964
 0.7962472  2.100958   1.1725342  0.64639693 2.553363   0.86388683
 1.3684479  2.5728288  2.0458457  0.         0.28235814 1.2922776
 0.6807393  0.791988  ]"
1743496,"[1.8619837  0.         0.         0.         1.8185583  2.0610685
 0.         1.0519415  1.6553001  1.6298068  3.3984847  0.
 0.         0.         0.         0.         3.017459   1.1375812
 1.5717359  1.2677987  2.7313015  1.3804785  0.8607798  2.0105107
 0.8287418  0.88540256 1.2161288  0.         2.103981   1.4677347
 1.1685795  1.568169  ]"
1744078,"[2.8691585  0.         0.         0.         1.2175051  2.5649705
 0.         1.575318   0.93702775 2.0237346  1.4502332  0.
 0.         0.         0.         0.         1.4604924  1.362775
 2.351201   1.1635969  1.8099277  1.3575464  1.744497   1.9153084
 1.2287532  1.6291211  1.8219316  0.         1.3731548  1.864586
 1.0714772  1.4430394 ]"
1745067,"[1.4305134  0.         0.         0.         1.5444337  2.884865
 0.         1.0410811  1.6891638  1.1070297  1.7386577  0.
 0.         0.         0.         0.         1.4398854  1.720451
 1.1657047  1.0213021  1.4878876  0.65629244 1.1394122  0.6092744
 1.1434866  1.2493364  2.0904343  0.         1.2933663  2.5050583
 1.6729139  0.82334995]"
1746334,"[1.3855665  0.         0.         0.         1.6246982  2.0334756
 0.         0.4447114  1.5885135  2.0350087  2.7682984  0.
 0.         0.         0.         0.         0.22491504 2.4070792
 4.004321   0.9200138  2.7910216  1.0680264  1.4534413  3.1311524
 2.964874   1.0711938  0.68911576 0.         1.4532626  1.8074188
 0.46182293 1.6706191 ]"
1746435,"[1.8292727  0.         0.         0.         1.1530304  2.0899374
 0.         1.5155752  0.57795155 1.6782155  1.5231111  0.
 0.         0.         0.         0.         0.         0.7288305
 2.810759   2.2365751  1.6937153  1.4307003  0.82576376 2.0196924
 1.0722454  1.843556   2.7206407  0.         2.7465348  1.7212697
 0.11119199 1.4097825 ]"
1749991,"[0.81006294 0.         0.         0.         1.2650925  1.7712398
 0.         1.7599033  0.07316671 2.7463908  1.8975747  0.
 0.         0.         0.         0.         2.5761328  3.1182032
 1.6746589  1.7572982  2.8885343  1.815868   1.1876816  1.5692589
 0.4323777  1.2917147  1.1513966  0.         3.423891   2.0319612
 2.1917143  2.8339133 ]"
1756627,"[2.0684083  0.         0.         0.         1.4973713  2.2546754
 0.         1.7568847  2.6105363  2.8074448  2.0685158  0.
 0.         0.         0.         0.         1.7020553  2.4937956
 2.478571   2.6067708  1.2974392  2.2767558  2.0612204  1.2266701
 0.81796986 0.9999131  2.5556483  0.         0.54259896 2.3513415
 0.08436494 2.6936874 ]"
1757787,"[1.9362588  0.         0.         0.         0.78006405 2.3814313
 0.         1.7951039  1.5880954  1.2578311  1.7776744  0.
 0.         0.         0.         0.         1.4784436  0.24508722
 2.3592448  0.9480017  2.0388875  1.3517061  2.9006035  3.0769322
 1.5958679  1.716411   0.94380736 0.         1.4948635  0.6758373
 1.8072293  1.8857756 ]"
1760041,"[1.9057097 0.        0.        0.        1.2419386 2.57705   0.
 1.7413292 1.7410357 1.0227839 1.5014045 0.        0.        0.
 0.        0.        1.5646015 3.003646  2.9498193 1.553815  2.5649045
 0.9070991 2.4643857 1.8483868 1.2939415 2.133251  0.3367128 0.
 1.1157854 1.5819505 1.0319602 1.8844143]"
1760783,"[1.4706395  0.         0.         0.         1.2819061  2.366198
 0.         2.2231016  0.50710094 2.1661944  1.4232779  0.
 0.         0.         0.         0.         1.9831114  0.7326096
 0.71026564 2.0745087  2.4624424  1.6523001  1.129714   1.4670961
 1.6713127  0.4940273  1.0788689  0.         1.2332249  1.050905
 1.6294864  2.2739408 ]"
1761089,"[2.2705927  0.         0.         0.         0.557623   0.7417393
 0.         0.8849416  1.6678348  0.1635294  0.99259645 0.
 0.         0.         0.         0.         1.6308094  0.9311506
 2.0758455  0.2901782  2.0273826  1.3922695  0.02319064 0.651222
 1.0784963  2.5935628  1.5111004  0.         1.4619464  1.466038
 0.43848076 0.77611977]"
1761484,"[2.0436494  0.         0.         0.         2.0221632  2.2679696
 0.         1.5025251  2.443475   2.4348762  0.6993849  0.
 0.         0.         0.         0.         1.846988   2.000063
 2.5539784  2.2450328  0.70587957 1.1764034  2.315922   2.0639992
 1.7135204  3.3962138  1.1190103  0.         2.2450902  3.1590307
 2.0631387  0.5813648 ]"
1762561,"[1.1623504 0.        0.        0.        3.4172206 1.6016897 0.
 2.1354587 2.288248  2.8121302 3.6228242 0.        0.        0.
 0.        0.        2.8118296 1.0307165 2.6316283 3.4800045 1.3326212
 2.1495233 1.961413  2.2466063 1.9655728 1.9405636 1.3473246 0.
 1.7201548 1.5482799 1.884431  2.6056721]"
1763081,"[2.275188   0.         0.         0.         1.0318836  1.0326169
 0.         1.6072235  2.1987267  1.313439   2.2900865  0.
 0.         0.         0.         0.         1.3130885  2.5011895
 1.2023498  2.4789062  0.96011716 1.19744    1.8209065  1.171751
 1.2184763  0.85025233 1.4694616  0.         1.4689963  2.321745
 0.538382   2.4084022 ]"
1766297,"[2.60601    0.         0.         0.         1.9258535  1.4440482
 0.         1.8403653  2.6716537  1.7794118  1.8005073  0.
 0.         0.         0.         0.         2.6866171  0.18911941
 1.053727   1.6602011  0.77591985 1.8378559  1.1092081  1.7058645
 1.0079889  1.4110445  1.9867673  0.         1.8912466  1.6683905
 0.50775796 1.2629014 ]"
1770193,"[0.13766077 0.         0.         0.         1.1236275  1.5768383
 0.         0.         1.8641311  2.092424   1.2963419  0.
 0.         0.         0.         0.         1.9893863  2.797057
 1.7674025  1.6133702  1.7994916  0.7546309  0.6622076  1.3656306
 1.3930297  0.09195436 0.8462019  0.         2.4102423  2.0062973
 1.7274023  1.5881021 ]"
1771131,"[2.0441217  0.         0.         0.         1.8233296  1.7842809
 0.         1.1314689  3.552916   2.8011012  3.5534034  0.
 0.         0.         0.         0.         1.9645171  2.518126
 3.0100534  2.088476   2.359015   0.74021024 2.219082   2.369362
 2.491642   2.1253731  3.001259   0.         2.6047962  0.8533769
 1.3096731  1.4224721 ]"
1771772,"[2.725423   0.         0.         0.         1.4960297  1.5781714
 0.         0.76596504 1.1898317  1.6683615  1.818547   0.
 0.         0.         0.         0.         0.5924632  2.291416
 1.4688325  1.4694881  1.1949344  2.1898835  3.930078   1.2293047
 2.5797906  2.47828    0.39178377 0.         2.1527483  1.3254298
 1.4127162  0.60221934]"
1771828,"[1.3046565  0.         0.         0.         1.6665764  0.6061478
 0.         0.7423376  2.1664782  2.2613215  1.4675009  0.
 0.         0.         0.         0.         1.6539693  0.83152705
 1.8529727  1.0343434  0.27424735 1.0988818  1.6373821  1.8322881
 0.90919435 0.79461575 2.2508056  0.         1.309385   2.0714781
 1.8520731  1.7330091 ]"
1772227,"[1.9882171  0.         0.         0.         2.1469579  1.0668281
 0.         0.9847433  1.9962369  1.437589   1.1354525  0.
 0.         0.         0.         0.         1.1361811  2.9953022
 2.3736804  2.1478424  1.775519   1.6581291  2.0222483  0.10968359
 2.618005   2.0593948  1.6100276  0.         1.05776    1.8629506
 2.2910538  2.4664109 ]"
1778029,"[1.7995121  0.         0.         0.         2.5389957  2.007721
 0.         0.83977896 0.58038956 1.2086911  2.749207   0.
 0.         0.         0.         0.         2.5139182  1.2601241
 2.442994   3.0082307  3.887427   2.560858   3.7888083  1.7032751
 1.6953593  2.1051698  0.77972794 0.         2.2310944  2.4477558
 0.79679966 0.90511197]"
1779169,"[2.3022733  0.         0.         0.         1.3506399  1.5462797
 0.         1.3252296  1.8976942  1.3514885  0.87264115 0.
 0.         0.         0.         0.         2.0774872  0.
 1.5371782  1.4772625  2.3431947  1.7561442  1.5285946  1.3163712
 1.7472707  0.95157236 0.49345392 0.         1.8390281  0.9545568
 1.7984991  1.9569266 ]"
1781243,"[1.3020902  0.         0.         0.         2.1211398  1.8353115
 0.         1.2991089  1.3653272  0.2641854  1.2341807  0.
 0.         0.         0.         0.         0.28404897 0.45511883
 1.8061782  2.8051867  2.36227    3.0952978  2.0273447  1.3801587
 2.411038   2.349623   2.4846056  0.         0.8104872  0.7355242
 2.5428922  1.6517804 ]"
1781473,"[1.8830546 0.        0.        0.        1.6647557 1.6384677 0.
 1.7868209 2.5095913 2.6885893 2.3220491 0.        0.        0.
 0.        0.        1.0168715 1.5778204 1.4868578 2.476524  2.0573795
 1.4644246 1.7591417 1.4951206 2.7405715 1.3209301 2.100687  0.
 1.3463777 2.029557  2.1655602 0.6800019]"
1783264,"[2.266487   0.         0.         0.         1.459007   0.61662316
 0.         0.6668263  1.9586211  2.7367654  1.8882918  0.
 0.         0.         0.         0.         2.312634   3.4966505
 2.1635609  1.3659769  1.8474077  2.4352334  2.035905   3.013294
 2.035171   1.6958644  1.9251621  0.         2.2659373  1.4694829
 1.6684929  1.5140847 ]"
1784983,"[2.271092   0.         0.         0.         2.3637283  1.78552
 0.         2.4142907  0.         3.569111   2.0169613  0.
 0.         0.         0.         0.         0.7966924  0.20274474
 1.8094459  1.8282981  0.68549985 1.7592664  2.4865122  1.2053146
 1.4157959  0.64316535 0.89318633 0.         1.6433686  2.6015065
 1.7680223  3.7561326 ]"
1785442,"[1.8971846  0.         0.         0.         2.556538   1.5703696
 0.         0.5843512  1.0355332  1.8717347  2.4555118  0.
 0.         0.         0.         0.         2.0313258  1.4977803
 1.4983908  1.2296392  0.9401782  2.5787718  0.3677955  1.5234058
 1.4869598  0.70358807 1.7504274  0.         1.4356109  0.91568863
 0.4175862  2.1397886 ]"
1785570,"[2.7655394  0.         0.         0.         1.9139987  2.6786475
 0.         1.3345209  1.4657743  0.40040216 1.5362072  0.
 0.         0.         0.         0.         1.7140434  0.1535506
 1.6040556  3.136886   1.0957128  1.9992101  1.8931125  2.543427
 0.52297294 1.2547414  1.6496493  0.         1.3499197  3.8951068
 1.2295737  2.5317547 ]"
1789467,"[2.3339953  0.         0.         0.         2.9928896  1.801106
 0.         2.8209517  1.3640792  1.6860672  2.2697246  0.
 0.         0.         0.         0.         2.3232527  0.
 2.177574   0.95643544 2.2432656  2.3046446  2.0988061  1.5245836
 1.9382086  0.82150227 1.9442354  0.         1.8081859  2.8504548
 1.2784162  1.1420622 ]"
